iteration,initial_x,initial_y,goal_x,goal_y,cancelled,goal_accuracy,aggregated_distance,aggregated_angle,elapsed_time
1,0.7015397222158741,2.0543503856281724,3.4645936612718593,-3.8048442508707536,False,0.4930705472610731,23.20972732049271,7.361704388578065,90.35
2,0.7015397222158741,2.0543503856281724,-5.545150196547546,-2.456565380838641,True,2.9281901325561908,43.630077936968384,18.720919478052203,180.0
3,0.7015397222158741,2.0543503856281724,-0.2766889098506198,-2.579817541848043,False,0.4916210985240404,19.09124953154739,8.400567248952365,82.47
4,0.7015397222158741,2.0543503856281724,-5.408767101754256,-5.714989002744213,False,0.49579104030708354,13.269453064829435,6.172471334296645,59.27
5,0.7015397222158741,2.0543503856281724,4.530090034989659,-4.333943873892254,False,0.4994265485210421,24.51245229377333,7.289189843665701,93.62
6,0.7015397222158741,2.0543503856281724,-2.9690557823697805,-4.6940905491531195,False,0.4968725613134379,15.380265021787608,7.424026360336795,72.98
7,0.7015397222158741,2.0543503856281724,-2.1401283192690146,2.6750688913801426,False,0.49387388546088967,18.72260217535873,3.674331139847322,18.31
8,0.7015397222158741,2.0543503856281724,-2.770471008058662,-2.563651467847526,False,0.4908859468020363,21.88799256844861,14.494341766040765,77.78
9,0.7015397222158741,2.0543503856281724,5.630483055125998,3.934605657591371,False,0.4931906806992839,4.814937398898694,1.2328761968680135,16.28
10,0.7015397222158741,2.0543503856281724,-5.181962098435756,0.4650689187547501,False,0.5030110970486281,15.26366833205921,4.4045867428363685,28.47
11,-6.518326200126978,-1.8486381045905294,3.4645936612718593,-3.8048442508707536,False,0.4909258830668932,12.487669696233157,3.6943632186996167,47.26
12,-6.518326200126978,-1.8486381045905294,-5.545150196547546,-2.456565380838641,False,0.5044009229216251,0.669233877584331,0.6097716862847031,7.11
13,-6.518326200126978,-1.8486381045905294,-0.2766889098506198,-2.579817541848043,False,0.49878809126713397,9.54590828466734,4.545375547958239,45.26
14,-6.518326200126978,-1.8486381045905294,-5.408767101754256,-5.714989002744213,False,0.49527822784849507,3.600599998536364,1.5671871237992283,16.88
15,-6.518326200126978,-1.8486381045905294,4.530090034989659,-4.333943873892254,False,0.5040117356804328,13.367728172266197,3.3690701646990475,48.1
16,-6.518326200126978,-1.8486381045905294,-2.9690557823697805,-4.6940905491531195,False,0.49878273294654607,27.539394694698817,4.653266091744538,33.08
17,-6.518326200126978,-1.8486381045905294,-2.1401283192690146,2.6750688913801426,False,0.49665557139529865,26.00483806772175,11.228895126473596,112.84
18,-6.518326200126978,-1.8486381045905294,-2.770471008058662,-2.563651467847526,False,0.49262887345512274,7.96313877015597,4.681974404388745,44.33
19,-6.518326200126978,-1.8486381045905294,5.630483055125998,3.934605657591371,False,0.4979425399764868,28.28216184366279,10.436850129207192,85.03
20,-6.518326200126978,-1.8486381045905294,-5.181962098435756,0.4650689187547501,False,0.4936417727539459,2.216749298382244,1.526013899428348,13.69
21,-2.214348423886806,5.390684889447945,3.4645936612718593,-3.8048442508707536,True,6.42067363024969,13.742832206694985,8.08026958963169,180.0
22,-2.214348423886806,5.390684889447945,-5.545150196547546,-2.456565380838641,False,0.5026768116236544,12.749353411860502,6.467653164521341,76.57
23,-2.214348423886806,5.390684889447945,-0.2766889098506198,-2.579817541848043,False,0.49585407272185733,25.559822941485645,13.007026854433178,145.23
24,-2.214348423886806,5.390684889447945,-5.408767101754256,-5.714989002744213,False,0.49740110713298114,16.037021015869794,5.426047872783087,74.44
25,-2.214348423886806,5.390684889447945,4.530090034989659,-4.333943873892254,True,7.41812764098194,13.895122633310292,8.164984918449546,180.0
26,-2.214348423886806,5.390684889447945,-2.9690557823697805,-4.6940905491531195,True,4.28642048252674,12.175310816712729,6.7131546560437565,180.0
27,-2.214348423886806,5.390684889447945,-2.1401283192690146,2.6750688913801426,False,0.4972363875047369,12.29158017971757,6.298672750283747,77.41
28,-2.214348423886806,5.390684889447945,-2.770471008058662,-2.563651467847526,False,0.4959636651060991,19.958140065750957,10.928642162236683,108.13
29,-2.214348423886806,5.390684889447945,5.630483055125998,3.934605657591371,True,8.704281737804857,25.777805855831186,15.486638419239895,180.0
30,-2.214348423886806,5.390684889447945,-5.181962098435756,0.4650689187547501,True,5.739658523481857,0.38254502461305046,2.1604904034274295,180.0
31,-4.160346014326572,2.737421272580786,3.4645936612718593,-3.8048442508707536,False,0.5000500940190264,29.346993407869164,11.515757412602344,98.17
32,-4.160346014326572,2.737421272580786,-5.545150196547546,-2.456565380838641,True,2.4712057811516353,43.28342676587714,18.01928756370299,180.0
33,-4.160346014326572,2.737421272580786,-0.2766889098506198,-2.579817541848043,False,0.49169054279530083,26.779652424825887,11.358993581825064,83.52
34,-4.160346014326572,2.737421272580786,-5.408767101754256,-5.714989002744213,False,0.4956249120883107,8.660439367232733,5.17540642472173,49.58
35,-4.160346014326572,2.737421272580786,4.530090034989659,-4.333943873892254,False,0.49656705345850116,24.127020693574497,7.211298233996602,99.93
